Chunk Column,Chunk Row,Chunk,Chunk X,Chunk Y,Row,Building,Room def,Vehicle scripts,Floor X,Floor Y
3,1,"89, 46",89,46,4,Step_Van_Blacksmith,blacksmith,Base.StepVan_Blacksmith
3,1,"89, 46",89,46,5,Step_Van_Book,bookstore,Base.StepVan_MobileLibrary
3,1,"89, 46",89,46,6,Step_Van_Butcher,butcher,Base.StepVan_Butchers
3,2,"89, 47",89,47,1,Step_Van_Carpentry,carpentryworkshop,Base.StepVan_Jorgensen
3,2,"89, 47",89,47,2,Step_Van_Catering,cafeteriakitchen,"Base.StepVanAirportCatering, Base.StepVan_SouthEasternHosp"
3,2,"89, 47",89,47,3,Step_Van_Citr8,conveniencestore,"Base.StepVan_Citr8, Base.StepVan_Zippee"
3,2,"89, 47",89,47,4,Step_Van_Fish,catfish_dining,Base.StepVan_MarineBites
3,2,"89, 47",89,47,5,Step_Van_Florist,florist,Base.StepVan_Florist
3,2,"89, 47",89,47,6,Step_Van_Glass,glassmakingworkshop,Base.StepVan_Glass
3,3,"89, 48",89,48,1,Step_Van_Groceries,grocerystorage,Base.StepVan_Cereal
3,3,"89, 48",89,48,2,Step_Van_Laundry,laundry,Base.StepVan_HuangsLaundry
3,3,"89, 48",89,48,3,Step_Van_Logistics,poststorage,Base.StepVan_USL
3,3,"89, 48",89,48,4,Step_Van_Mail,captainoffice,Base.StepVanMail
3,3,"89, 48",89,48,5,Step_Van_Masonry,masonrystore,Base.StepVan_Masonry
3,3,"89, 48",89,48,6,Step_Van_Mechanic,mechanic,"Base.StepVan_LouisvilleMotorShop, Base.StepVan_Mechanic"
3,4,"89, 49",89,49,1,Step_Van_News,newspaperprint_herald,Base.StepVan_Heralds
3,4,"89, 49",89,49,2,Step_Van_Paint,paintershop,Base.StepVan_SouthEasternPaint
3,4,"89, 49",89,49,3,Step_Van_Plants,greenhouse,Base.StepVan_RandisPlants
3,4,"89, 49",89,49,4,Step_Van_Plonkies,gas2go,Base.StepVan_Plonkies
3,4,"89, 49",89,49,5,Step_Van_Propane,gasstorage,Base.StepVan_Propane
3,4,"89, 49",89,49,6,Step_Van_Repair,toolstore,Base.StepVan_CompleteRepairShop
4,1,"90, 46",90,46,1,Step_Van_SWAT,policeswat,"Base.StepVan_LouisvilleSWAT, Base.87fordF700swat, Base.90fordF350SWAT"
4,1,"90, 46",90,46,2,Step_Van_Tailoring,tailoringstore,Base.StepVan_SmartKut
4,1,"90, 46",90,46,3,Step_Van_Whiskey,whiskeybottling,Base.StepVan_Scarlet
4,1,"90, 46",90,46,4,,,
4,1,"90, 46",90,46,5,,,
4,1,"90, 46",90,46,6,,,
4,2,"90, 47",90,47,1,Semi_Trailer_Warehouse,warehouse,"Base.SemiTrailerVan, Base.W900_Container"
4,2,"90, 47",90,47,2,Semi_Trailer_Warehouse,warehouse,"Base.SemiTrailerVan, Base.W900_Container"
4,2,"90, 47",90,47,3,Semi_Trailer_Factory,factorystorage,Base.SemiTrailerVanCattle
4,2,"90, 47",90,47,4,Semi_Trailer_Factory,factorystorage,Base.SemiTrailerVanCattle
4,2,"90, 47",90,47,5,Semi_Trailer_Water,waterstorage,Base.SemiTrailerVan_mil
4,2,"90, 47",90,47,6,Semi_Trailer_Water,waterstorage,Base.SemiTrailerVan_mil
4,3,"90, 48",90,48,1,RV_Large,camping,Base.RollingRefuge
4,3,"90, 48",90,48,2,RV_Large,camping,Base.RollingRefuge 
4,3,"90, 48",90,48,3,Camper_Large,camping,Base.Trailer54FlyingCloud22
4,3,"90, 48",90,48,4,Camper_Large,camping,Base.Trailer54FlyingCloud22
4,3,"90, 48",90,48,5,Camper_Medium,camping,Base.Trailer61Bambi16
4,3,"90, 48",90,48,6,Camper_Medium,camping,Base.Trailer61Bambi16
4,4,"90, 49",90,49,1,Trailer_Medium,storage,Base.SemiTruckBox
4,4,"90, 49",90,49,2,Trailer_Medium,storage,Base.SemiTruckBox_mil
4,4,"90, 49",90,49,3,Trailer_Livestock,barn,"Base.Trailer_Livestock, Base.Trailer_Horsebox"
4,4,"90, 49",90,49,4,Trailer_Livestock,barn,"Base.Trailer_Livestock, Base.Trailer_Horsebox"
4,4,"90, 49",90,49,5,Trailer_Military,armystorage,"Base.TrailerM128van, Base.TrailerM129van"
4,4,"90, 49",90,49,6,Trailer_Military,armystorage,"Base.TrailerM128van, Base.TrailerM129van"
5,1,"91, 46",91,46,1,Camper_Mini,camping,Base.Trailer87Scamp13
5,1,"91, 46",91,46,2,Camper_Small,camping,Base.Trailer87Scamp16
5,1,"91, 46",91,46,3,Camper_Dasher,camping,Base.DashRoamer
5,1,"91, 46",91,46,4,RV_Small,camping,Base.WhennyagoInitiative
5,1,"91, 46",91,46,5,Tent,empty,"Base.TentGreen, Base.TentBlue, Base.TentBrown, Base.TentYellow"
5,1,"91, 46",91,46,6,Military_Box,armytent,"Base.86chevyM1010, Base.86chevyM1031"
5,2,"91, 47",91,47,1,GAGE_K15,armysurplus,"Base.84gageV300apc, Base.84gageV300fsv, Base.lockMartM577"
5,2,"91, 47",91,47,2,RV_Spare_1,camping,
5,2,"91, 47",91,47,3,RV_Spare_2,camping,
5,2,"91, 47",91,47,4,Container_Warehouse,warehouse,"Base.isoContainer2, Base.TrailerM747lowbed"
5,2,"91, 47",91,47,5,Container_Factory,factorystorage,"Base.isoContainer4, Base.TrailerM747lowbed"
5,2,"91, 47",91,47,6,Container_Storage,storageunit,"Base.isoContainer5, Base.TrailerM747lowbed"
5,3,"91, 48",91,48,1,Bus_Military,oldarmy,Base.87fordB700military
5,3,"91, 48",91,48,2,Bus_Military,oldarmy,Base.87fordB700military
5,3,"91, 48",91,48,3,Bus_Prison,prisoncells,Base.87fordB700prison
5,3,"91, 48",91,48,4,Bus_Prison,prisoncells,Base.87fordB700prison
5,3,"91, 48",91,48,5,Bus_School,elementaryschool,Base.87fordB700school
5,3,"91, 48",91,48,6,Bus_School,elementaryschool,Base.87fordB700school
1,4,"87, 49",87,49,,Spawn,garagestorage,Base.CarTaxi,4,19
